Phenotype,Method,h2model,clumpprune,numberofpca,n_folds,mean_h2,std_h2,median_h2,min_h2,max_h2,CV,fold_SE,CI_lower_fold,CI_upper_fold,SNR_fold,significant_fold,tool_SE_mean,tool_SE_std,tool_SE_min,tool_SE_max,n_folds_with_tool_SE,CI_lower_tool,CI_upper_tool,SNR_tool,significant_tool,mean_variants
migraine,Gemma2-Heritability,HE regression_genotype,yes,6,4,0.0655,0.0004,0.0656,0.0649,0.0658,0.0058,0.0002,0.0651,0.0659,345.4589,Yes,0.0014,0.0,0.0014,0.0015,4,0.0627,0.0682,46.6559,Yes,169821.5
migraine,Gemma2-Heritability,HE regression_genotype_covariate,no,6,4,0.002,0.0,0.002,0.0019,0.002,0.0097,0.0,0.0019,0.002,205.8882,Yes,0.0044,0.0001,0.0043,0.0046,4,-0.0067,0.0106,0.4416,No,535183.75
migraine,Gemma2-Heritability,HE regression_genotype_covariate,yes,6,4,0.0372,0.0312,0.0404,0.004,0.0641,0.8368,0.0156,0.0067,0.0678,2.39,Yes,0.1034,0.1102,0.0009,0.1994,4,-0.1655,0.2399,0.3599,No,99902.5
migraine,Gemma2-Heritability,HE regression_genotype_covariate_pca,no,6,4,0.0019,0.0001,0.002,0.0018,0.002,0.0568,0.0001,0.0018,0.002,35.2151,Yes,0.0044,0.0004,0.0037,0.0047,4,-0.0066,0.0105,0.4415,No,527383.0
migraine,Gemma2-Heritability,HE regression_genotype_covariate_pca,yes,6,4,0.0451,0.029,0.0558,0.0036,0.0653,0.642,0.0145,0.0167,0.0735,3.1155,Yes,0.1309,0.0986,0.0008,0.2084,4,-0.2114,0.3016,0.3447,No,118674.75
migraine,LDAK-Calculated-Heritability,LDAK_BLD-LDAK_yes,yes,6,5,0.0668,0.0003,0.0668,0.0664,0.0671,0.0044,0.0001,0.0665,0.0671,510.5532,Yes,0.0014,0.0,0.0014,0.0014,5,0.0641,0.0695,47.7914,Yes,174698.6
migraine,LDAK-Calculated-Heritability,LDAK_GCTA_yes,yes,6,5,0.0668,0.0003,0.0668,0.0664,0.0671,0.0044,0.0001,0.0665,0.0671,510.5532,Yes,0.0014,0.0,0.0014,0.0014,5,0.0641,0.0695,47.7914,Yes,174698.6
migraine,LDAK-Calculated-Heritability,LDAK_alpha_-0.5_yes,yes,6,5,0.0657,0.0003,0.0657,0.0653,0.0661,0.0046,0.0001,0.0655,0.066,486.6,Yes,0.0013,0.0,0.0013,0.0013,5,0.0631,0.0683,49.1464,Yes,174698.6
migraine,LDAK-Calculated-Heritability,LDAK_alpha_0.0_yes,yes,6,5,0.0579,0.0003,0.0578,0.0575,0.0582,0.0049,0.0001,0.0576,0.0581,460.9047,Yes,0.0013,0.0,0.0012,0.0013,5,0.0554,0.0603,46.1863,Yes,174698.6
migraine,LDAK-Calculated-Heritability,LDAK_alpha_0.5_yes,yes,6,5,0.0502,0.0003,0.0502,0.0499,0.0506,0.0052,0.0001,0.05,0.0505,429.2853,Yes,0.0012,0.0,0.0012,0.0012,5,0.0479,0.0526,42.7507,Yes,174698.6
migraine,LDAK-Calculated-Heritability,LDAK_alpha_1.0_yes,yes,6,5,0.0448,0.0003,0.0447,0.0444,0.0451,0.0057,0.0001,0.0446,0.045,391.1979,Yes,0.0011,0.0,0.0011,0.0011,5,0.0426,0.047,40.015,Yes,174698.6
migraine,LDAK-Calculated-Heritability,LDAK_human_yes,yes,6,5,0.0621,0.0003,0.062,0.0617,0.0624,0.0047,0.0001,0.0618,0.0623,473.5506,Yes,0.0013,0.0,0.0013,0.0013,5,0.0595,0.0646,47.9002,Yes,174698.6
migraine,LDpred-2-Heritability,LDpred-2_full,yes,6,5,-0.0246,0.0139,-0.0204,-0.0398,-0.0084,0.5633,0.0062,-0.0368,-0.0125,-3.9696,No,,,,,0,,,,NA,174694.4
osteoarthritis,DPR-Gemma-Heritability,HE regression_centered_genotype,no,6,5,-0.5106,0.3023,-0.5682,-0.8238,-0.098,0.5921,0.1352,-0.7756,-0.2456,-3.7767,No,0.4161,0.023,0.3971,0.4499,5,-1.3261,0.3049,-1.2271,No,598459.2
osteoarthritis,DPR-Gemma-Heritability,HE regression_centered_genotype,yes,6,5,0.1463,0.0525,0.1716,0.0588,0.1843,0.3592,0.0235,0.1002,0.1923,6.2244,Yes,0.0822,0.0033,0.0779,0.087,5,-0.0148,0.3073,1.7802,No,947.4
osteoarthritis,DPR-Gemma-Heritability,HE regression_centered_genotype_covariate,no,6,5,0.0928,0.3582,-0.0563,-0.1873,0.7125,3.8593,0.1602,-0.2212,0.4068,0.5794,No,0.4819,0.0495,0.4287,0.5401,5,-0.8516,1.0373,0.1926,No,598459.2
osteoarthritis,DPR-Gemma-Heritability,HE regression_centered_genotype_covariate,yes,6,5,0.1811,0.1112,0.1867,0.0585,0.3483,0.6139,0.0497,0.0837,0.2786,3.6423,Yes,0.091,0.0111,0.0813,0.1082,5,0.0028,0.3595,1.9908,Yes,947.4
osteoarthritis,DPR-Gemma-Heritability,HE regression_centered_genotype_covariate_pca,no,6,5,0.0465,0.4043,0.0007,-0.348,0.6986,8.6946,0.1808,-0.3079,0.4009,0.2572,No,0.4768,0.056,0.4206,0.5604,5,-0.8881,0.9811,0.0975,No,598459.2
osteoarthritis,DPR-Gemma-Heritability,HE regression_centered_genotype_covariate_pca,yes,6,5,0.1928,0.1035,0.2046,0.0682,0.3387,0.5371,0.0463,0.102,0.2835,4.1634,Yes,0.0948,0.0099,0.0851,0.1088,5,0.0069,0.3786,2.0331,Yes,947.4
osteoarthritis,DPR-Gemma-Heritability,HE regression_standardized_genotype,no,6,5,-0.4437,0.4161,-0.4365,-0.9748,-0.0223,0.9378,0.1861,-0.8084,-0.079,-2.3844,No,0.6555,0.0274,0.6341,0.703,5,-1.7285,0.8411,-0.6769,No,598459.2
osteoarthritis,DPR-Gemma-Heritability,HE regression_standardized_genotype,yes,6,5,0.1453,0.0532,0.1725,0.057,0.1829,0.3661,0.0238,0.0987,0.192,6.1072,Yes,0.0823,0.0033,0.078,0.0872,5,-0.016,0.3066,1.7659,No,947.4
osteoarthritis,DPR-Gemma-Heritability,HE regression_standardized_genotype_covariate,no,6,5,0.3231,0.2841,0.3293,0.0157,0.6326,0.8791,0.127,0.0741,0.5721,2.5435,Yes,0.757,0.0504,0.7025,0.8374,5,-1.1606,1.8068,0.4268,No,598459.2
osteoarthritis,DPR-Gemma-Heritability,HE regression_standardized_genotype_covariate,yes,6,5,0.1775,0.1118,0.1814,0.0553,0.3466,0.6301,0.05,0.0795,0.2755,3.5489,Yes,0.0907,0.0111,0.0812,0.108,5,-0.0004,0.3553,1.9558,No,947.4
osteoarthritis,DPR-Gemma-Heritability,HE regression_standardized_genotype_covariate_pca,no,6,5,0.2816,0.3582,0.4808,-0.121,0.6374,1.2719,0.1602,-0.0324,0.5955,1.758,No,0.7587,0.0546,0.681,0.8042,5,-1.2055,1.7687,0.3711,No,598459.2
osteoarthritis,DPR-Gemma-Heritability,HE regression_standardized_genotype_covariate_pca,yes,6,5,0.1885,0.104,0.199,0.064,0.336,0.5518,0.0465,0.0973,0.2797,4.0526,Yes,0.0945,0.0099,0.0849,0.1085,5,0.0032,0.3737,1.9944,Yes,947.4
osteoarthritis,DPR-Gemma-Heritability,REML AI algorithm_centered_genotype,no,6,5,0.0056,0.0098,0.0006,0.0002,0.0229,1.7374,0.0044,-0.0029,0.0142,1.287,No,0.5652,0.0499,0.5122,0.6338,5,-1.1022,1.1134,0.01,No,598459.2
osteoarthritis,DPR-Gemma-Heritability,REML AI algorithm_centered_genotype,yes,6,5,0.1432,0.0532,0.165,0.0548,0.1883,0.3714,0.0238,0.0966,0.1898,6.0214,Yes,0.0776,0.0019,0.0745,0.0793,5,-0.0088,0.2952,1.8461,No,947.4
osteoarthritis,DPR-Gemma-Heritability,REML AI algorithm_centered_genotype_covariate,no,6,5,0.222,0.4084,0.0393,0.0289,0.9522,1.8398,0.1826,-0.136,0.58,1.2154,No,0.7485,0.0875,0.6184,0.8392,5,-1.245,1.689,0.2966,No,598459.2
osteoarthritis,DPR-Gemma-Heritability,REML AI algorithm_centered_genotype_covariate,yes,6,5,0.1888,0.1051,0.2051,0.064,0.3424,0.5567,0.047,0.0967,0.2809,4.0166,Yes,0.1021,0.0015,0.1004,0.1045,5,-0.0114,0.389,1.8483,No,947.4
osteoarthritis,DPR-Gemma-Heritability,REML AI algorithm_centered_genotype_covariate_pca,no,6,5,0.2207,0.4037,0.0208,0.0008,0.936,1.8297,0.1806,-0.1332,0.5746,1.2221,No,0.7626,0.084,0.6347,0.848,5,-1.274,1.7154,0.2894,No,598459.2
osteoarthritis,DPR-Gemma-Heritability,REML AI algorithm_centered_genotype_covariate_pca,yes,6,5,0.1979,0.0987,0.2163,0.073,0.3359,0.4989,0.0441,0.1113,0.2844,4.4819,Yes,0.1048,0.0016,0.1031,0.1074,5,-0.0076,0.4033,1.8875,No,947.4
osteoarthritis,DPR-Gemma-Heritability,REML AI algorithm_standardized_genotype,no,6,5,0.2673,0.2918,0.0798,0.0328,0.6447,1.0916,0.1305,0.0115,0.523,2.0484,Yes,0.8215,0.0367,0.7683,0.8586,5,-1.3428,1.8773,0.3254,No,598459.2
osteoarthritis,DPR-Gemma-Heritability,REML AI algorithm_standardized_genotype,yes,6,5,0.142,0.0541,0.1625,0.0531,0.1895,0.3806,0.0242,0.0947,0.1894,5.8743,Yes,0.0776,0.002,0.0745,0.0796,5,-0.0101,0.2942,1.8301,No,947.4
osteoarthritis,DPR-Gemma-Heritability,REML AI algorithm_standardized_genotype_covariate,no,6,5,0.4608,0.406,0.528,0.0171,0.8744,0.8811,0.1816,0.1049,0.8167,2.5377,Yes,1.086,0.0912,0.9372,1.1697,5,-1.6677,2.5893,0.4243,No,598459.2
osteoarthritis,DPR-Gemma-Heritability,REML AI algorithm_standardized_genotype_covariate,yes,6,5,0.1854,0.1061,0.2004,0.0605,0.342,0.5723,0.0475,0.0924,0.2785,3.9072,Yes,0.1023,0.0016,0.1006,0.1048,5,-0.0151,0.386,1.8122,No,947.4
osteoarthritis,DPR-Gemma-Heritability,REML AI algorithm_standardized_genotype_covariate_pca,no,6,5,0.7805,0.0646,0.7856,0.7033,0.8632,0.0828,0.0289,0.7239,0.8372,27.0097,Yes,1.1342,0.0452,1.0708,1.1888,5,-1.4426,3.0036,0.6882,No,598459.2
osteoarthritis,DPR-Gemma-Heritability,REML AI algorithm_standardized_genotype_covariate_pca,yes,6,5,0.194,0.0996,0.2114,0.0688,0.3347,0.5134,0.0445,0.1067,0.2814,4.3557,Yes,0.105,0.0017,0.1033,0.1077,5,-0.0118,0.3999,1.8474,No,947.4
osteoarthritis,GCTA-Heritability,GCTA_genotype,no,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Yes,0.799,0.0486,0.7441,0.8563,5,-1.566,1.566,0.0,No,619653.0
osteoarthritis,GCTA-Heritability,GCTA_genotype,yes,6,5,0.1305,0.0563,0.159,0.0391,0.1754,0.4313,0.0252,0.0812,0.1798,5.1849,Yes,0.0778,0.002,0.0745,0.0798,5,-0.022,0.283,1.6776,No,976.6
osteoarthritis,GCTA-Heritability,GCTA_genotype_covariate,no,6,5,0.545,0.4286,0.3629,0.075,1.0,0.7864,0.1917,0.1693,0.9206,2.8434,Yes,1.0821,0.0878,0.9372,1.1632,5,-1.576,2.6659,0.5036,No,619653.0
osteoarthritis,GCTA-Heritability,GCTA_genotype_covariate,yes,6,5,0.1779,0.1109,0.1865,0.0528,0.3439,0.6232,0.0496,0.0807,0.2751,3.5879,Yes,0.1029,0.0014,0.1017,0.105,5,-0.0238,0.3797,1.7285,No,976.6
osteoarthritis,GCTA-Heritability,GCTA_genotype_covariate_pca,no,6,5,0.5094,0.4739,0.5634,0.0,1.0,0.9303,0.2119,0.094,0.9248,2.4036,Yes,1.0961,0.0899,0.9485,1.1844,5,-1.639,2.6578,0.4648,No,619653.0
osteoarthritis,GCTA-Heritability,GCTA_genotype_covariate_pca,yes,6,5,0.1859,0.1048,0.1957,0.0627,0.339,0.5637,0.0469,0.0941,0.2778,3.9665,Yes,0.1057,0.0016,0.1042,0.1082,5,-0.0212,0.393,1.7594,No,976.6
osteoarthritis,Gemma1-Heritability,HE regression_centered_genotype,no,6,5,-0.5106,0.3023,-0.5682,-0.8238,-0.098,0.5921,0.1352,-0.7756,-0.2456,-3.7767,No,0.4161,0.023,0.3971,0.4499,5,-1.3261,0.3049,-1.2271,No,598459.2
osteoarthritis,Gemma1-Heritability,HE regression_centered_genotype,yes,6,5,0.1463,0.0525,0.1716,0.0588,0.1843,0.3592,0.0235,0.1002,0.1923,6.2244,Yes,0.0822,0.0033,0.0779,0.087,5,-0.0148,0.3073,1.7802,No,947.4
osteoarthritis,Gemma1-Heritability,HE regression_centered_genotype_covariate,no,6,5,0.0928,0.3582,-0.0563,-0.1873,0.7125,3.8593,0.1602,-0.2212,0.4068,0.5794,No,0.4819,0.0495,0.4287,0.5401,5,-0.8516,1.0373,0.1926,No,598459.2
osteoarthritis,Gemma1-Heritability,HE regression_centered_genotype_covariate,yes,6,5,0.1811,0.1112,0.1867,0.0585,0.3483,0.6139,0.0497,0.0837,0.2786,3.6423,Yes,0.091,0.0111,0.0813,0.1082,5,0.0028,0.3595,1.9908,Yes,947.4
osteoarthritis,Gemma1-Heritability,HE regression_centered_genotype_covariate_pca,no,6,5,0.0465,0.4043,0.0007,-0.348,0.6986,8.6946,0.1808,-0.3079,0.4009,0.2572,No,0.4768,0.056,0.4206,0.5604,5,-0.8881,0.9811,0.0975,No,598459.2
osteoarthritis,Gemma1-Heritability,HE regression_centered_genotype_covariate_pca,yes,6,5,0.1928,0.1035,0.2046,0.0682,0.3387,0.5371,0.0463,0.102,0.2835,4.1634,Yes,0.0948,0.0099,0.0851,0.1088,5,0.0069,0.3786,2.0331,Yes,947.4
osteoarthritis,Gemma1-Heritability,HE regression_standardized_genotype,no,6,5,-0.4437,0.4161,-0.4365,-0.9748,-0.0223,0.9378,0.1861,-0.8084,-0.079,-2.3844,No,0.6555,0.0274,0.6341,0.703,5,-1.7285,0.8411,-0.6769,No,598459.2
osteoarthritis,Gemma1-Heritability,HE regression_standardized_genotype,yes,6,5,0.1453,0.0532,0.1725,0.057,0.1829,0.3661,0.0238,0.0987,0.192,6.1072,Yes,0.0823,0.0033,0.078,0.0872,5,-0.016,0.3066,1.7659,No,947.4
osteoarthritis,Gemma1-Heritability,HE regression_standardized_genotype_covariate,no,6,5,0.3231,0.2841,0.3293,0.0157,0.6326,0.8791,0.127,0.0741,0.5721,2.5435,Yes,0.757,0.0504,0.7025,0.8374,5,-1.1606,1.8068,0.4268,No,598459.2
osteoarthritis,Gemma1-Heritability,HE regression_standardized_genotype_covariate,yes,6,5,0.1775,0.1118,0.1814,0.0553,0.3466,0.6301,0.05,0.0795,0.2755,3.5489,Yes,0.0907,0.0111,0.0812,0.108,5,-0.0004,0.3553,1.9558,No,947.4
osteoarthritis,Gemma1-Heritability,HE regression_standardized_genotype_covariate_pca,no,6,5,0.2816,0.3582,0.4808,-0.121,0.6374,1.2719,0.1602,-0.0324,0.5955,1.758,No,0.7587,0.0546,0.681,0.8042,5,-1.2055,1.7687,0.3711,No,598459.2
osteoarthritis,Gemma1-Heritability,HE regression_standardized_genotype_covariate_pca,yes,6,5,0.1885,0.104,0.199,0.064,0.336,0.5518,0.0465,0.0973,0.2797,4.0526,Yes,0.0945,0.0099,0.0849,0.1085,5,0.0032,0.3737,1.9944,Yes,947.4
osteoarthritis,Gemma1-Heritability,REML AI algorithm_centered_genotype,no,6,5,0.0056,0.0098,0.0006,0.0002,0.0229,1.7374,0.0044,-0.0029,0.0142,1.287,No,0.5652,0.0499,0.5122,0.6338,5,-1.1022,1.1134,0.01,No,598459.2
osteoarthritis,Gemma1-Heritability,REML AI algorithm_centered_genotype,yes,6,5,0.1432,0.0532,0.165,0.0548,0.1883,0.3714,0.0238,0.0966,0.1898,6.0214,Yes,0.0776,0.0019,0.0745,0.0793,5,-0.0088,0.2952,1.8461,No,947.4
osteoarthritis,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate,no,6,5,0.222,0.4084,0.0393,0.0289,0.9522,1.8398,0.1826,-0.136,0.58,1.2154,No,0.7485,0.0875,0.6184,0.8392,5,-1.245,1.689,0.2966,No,598459.2
osteoarthritis,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate,yes,6,5,0.1888,0.1051,0.2051,0.064,0.3424,0.5567,0.047,0.0967,0.2809,4.0166,Yes,0.1021,0.0015,0.1004,0.1045,5,-0.0114,0.389,1.8483,No,947.4
osteoarthritis,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate_pca,no,6,5,0.2207,0.4037,0.0208,0.0008,0.936,1.8297,0.1806,-0.1332,0.5746,1.2221,No,0.7626,0.084,0.6347,0.848,5,-1.274,1.7154,0.2894,No,598459.2
osteoarthritis,Gemma1-Heritability,REML AI algorithm_centered_genotype_covariate_pca,yes,6,5,0.1979,0.0987,0.2163,0.073,0.3359,0.4989,0.0441,0.1113,0.2844,4.4819,Yes,0.1048,0.0016,0.1031,0.1074,5,-0.0076,0.4033,1.8875,No,947.4
osteoarthritis,Gemma1-Heritability,REML AI algorithm_standardized_genotype,no,6,5,0.2673,0.2918,0.0798,0.0328,0.6447,1.0916,0.1305,0.0115,0.523,2.0484,Yes,0.8215,0.0367,0.7683,0.8586,5,-1.3428,1.8773,0.3254,No,598459.2
osteoarthritis,Gemma1-Heritability,REML AI algorithm_standardized_genotype,yes,6,5,0.142,0.0541,0.1625,0.0531,0.1895,0.3806,0.0242,0.0947,0.1894,5.8743,Yes,0.0776,0.002,0.0745,0.0796,5,-0.0101,0.2942,1.8301,No,947.4
osteoarthritis,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate,no,6,5,0.4608,0.406,0.528,0.0171,0.8744,0.8811,0.1816,0.1049,0.8167,2.5377,Yes,1.086,0.0912,0.9372,1.1697,5,-1.6677,2.5893,0.4243,No,598459.2
osteoarthritis,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate,yes,6,5,0.1854,0.1061,0.2004,0.0605,0.342,0.5723,0.0475,0.0924,0.2785,3.9072,Yes,0.1023,0.0016,0.1006,0.1048,5,-0.0151,0.386,1.8122,No,947.4
osteoarthritis,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate_pca,no,6,5,0.7805,0.0646,0.7856,0.7033,0.8632,0.0828,0.0289,0.7239,0.8372,27.0097,Yes,1.1342,0.0452,1.0708,1.1888,5,-1.4426,3.0036,0.6882,No,598459.2
osteoarthritis,Gemma1-Heritability,REML AI algorithm_standardized_genotype_covariate_pca,yes,6,5,0.194,0.0996,0.2114,0.0688,0.3347,0.5134,0.0445,0.1067,0.2814,4.3557,Yes,0.105,0.0017,0.1033,0.1077,5,-0.0118,0.3999,1.8474,No,947.4
osteoarthritis,Gemma2-Heritability,HE regression_genotype,no,6,5,0.0008,0.0,0.0008,0.0008,0.0008,0.0032,0.0,0.0008,0.0008,702.0806,Yes,0.0002,0.0,0.0002,0.0002,5,0.0004,0.0013,3.6591,Yes,1245.8
osteoarthritis,Gemma2-Heritability,HE regression_genotype,yes,6,5,0.0008,0.0,0.0008,0.0008,0.0008,0.0176,0.0,0.0008,0.0008,127.1077,Yes,0.0003,0.0,0.0002,0.0003,5,0.0002,0.0014,2.741,Yes,947.4
osteoarthritis,Gemma2-Heritability,HE regression_genotype_covariate,no,6,5,0.0008,0.0,0.0008,0.0008,0.0008,0.0028,0.0,0.0008,0.0008,798.677,Yes,0.0002,0.0,0.0002,0.0002,5,0.0004,0.0013,3.6417,Yes,1245.8
osteoarthritis,Gemma2-Heritability,HE regression_genotype_covariate,yes,6,5,0.0008,0.0,0.0008,0.0008,0.0008,0.0167,0.0,0.0008,0.0008,133.9976,Yes,0.0003,0.0,0.0002,0.0003,5,0.0002,0.0014,2.7358,Yes,947.4
osteoarthritis,Gemma2-Heritability,HE regression_genotype_covariate_pca,no,6,5,0.0008,0.0,0.0008,0.0008,0.0008,0.0031,0.0,0.0008,0.0008,714.9304,Yes,0.0002,0.0,0.0002,0.0002,5,0.0004,0.0013,3.6413,Yes,1245.8
osteoarthritis,Gemma2-Heritability,HE regression_genotype_covariate_pca,yes,6,5,0.0008,0.0,0.0008,0.0008,0.0008,0.017,0.0,0.0008,0.0008,131.3578,Yes,0.0003,0.0,0.0002,0.0003,5,0.0002,0.0014,2.7357,Yes,947.4
osteoarthritis,LDAK-Calculated-Heritability,LDAK_BLD-LDAK_yes,yes,6,5,0.0012,0.0,0.0013,0.0012,0.0013,0.0385,0.0,0.0012,0.0013,58.0156,Yes,0.0004,0.0,0.0003,0.0004,5,0.0005,0.0019,3.5068,Yes,329.4
osteoarthritis,LDAK-Calculated-Heritability,LDAK_GCTA_yes,yes,6,5,0.0012,0.0,0.0013,0.0012,0.0013,0.0385,0.0,0.0012,0.0013,58.0156,Yes,0.0004,0.0,0.0003,0.0004,5,0.0005,0.0019,3.5068,Yes,329.4
osteoarthritis,LDAK-Calculated-Heritability,LDAK_alpha_-0.5_yes,yes,6,5,0.0012,0.0,0.0013,0.0012,0.0013,0.0388,0.0,0.0012,0.0013,57.6113,Yes,0.0004,0.0,0.0003,0.0004,5,0.0005,0.0019,3.5082,Yes,329.4
osteoarthritis,LDAK-Calculated-Heritability,LDAK_alpha_0.0_yes,yes,6,5,0.0012,0.0,0.0013,0.0012,0.0013,0.0388,0.0,0.0012,0.0013,57.6134,Yes,0.0004,0.0,0.0003,0.0004,5,0.0005,0.0019,3.5085,Yes,329.4
osteoarthritis,LDAK-Calculated-Heritability,LDAK_alpha_0.5_yes,yes,6,5,0.0012,0.0,0.0013,0.0012,0.0013,0.0386,0.0,0.0012,0.0013,57.8747,Yes,0.0004,0.0,0.0003,0.0004,5,0.0005,0.0019,3.5083,Yes,329.4
osteoarthritis,LDAK-Calculated-Heritability,LDAK_alpha_1.0_yes,yes,6,5,0.0012,0.0,0.0013,0.0012,0.0013,0.0386,0.0,0.0012,0.0013,57.8747,Yes,0.0004,0.0,0.0003,0.0004,5,0.0005,0.0019,3.5103,Yes,329.4
osteoarthritis,LDAK-Calculated-Heritability,LDAK_human_yes,yes,6,5,0.0012,0.0,0.0013,0.0012,0.0013,0.0386,0.0,0.0012,0.0013,57.9217,Yes,0.0004,0.0,0.0003,0.0004,5,0.0005,0.0019,3.5071,Yes,329.4
osteoarthritis,LDAK-Precomputed-Heritability,LDAK_bld.ldak.genotyped.gbr.tagging,no,-,4,0.0213,0.0,0.0213,0.0213,0.0213,0.0,0.0,0.0213,0.0213,,Yes,-9999.0,0.0,-9999.0,-9999.0,4,19598.0613,-19598.0187,-0.0,Yes,1244.0
osteoarthritis,LDAK-Precomputed-Heritability,LDAK_bld.ldak.hapmap.gbr.tagging,no,-,4,0.0449,0.0,0.0449,0.0449,0.0449,0.0,0.0,0.0449,0.0449,,Yes,0.0937,0.0,0.0937,0.0937,4,-0.1387,0.2285,0.4795,No,660.0
osteoarthritis,LDAK-Precomputed-Heritability,LDAK_bld.ldak.lite.alpha.genotyped.gbr.tagging,no,-,4,0.0391,0.0,0.0391,0.0391,0.0391,0.0,0.0,0.0391,0.0391,,Yes,2.9639,0.0,2.9639,2.9639,4,-5.7702,5.8484,0.0132,No,1244.0
osteoarthritis,LDAK-Precomputed-Heritability,LDAK_bld.ldak.lite.alpha.hapmap.gbr.tagging,no,-,4,0.1616,0.0,0.1616,0.1616,0.1616,0.0,0.0,0.1616,0.1616,,Yes,8.952,0.0,8.952,8.952,4,-17.3844,17.7075,0.018,No,660.0
osteoarthritis,LDAK-Precomputed-Heritability,LDAK_ldak.thin.genotyped.gbr.tagging,no,-,4,0.0287,0.0,0.0287,0.0287,0.0287,0.0,0.0,0.0287,0.0287,,Yes,0.0195,0.0,0.0195,0.0195,4,-0.0095,0.0669,1.4704,No,1244.0
osteoarthritis,LDAK-Precomputed-Heritability,LDAK_ldak.thin.hapmap.gbr.tagging,no,-,4,0.0364,0.0,0.0364,0.0364,0.0364,0.0,0.0,0.0364,0.0364,,Yes,0.0528,0.0,0.0528,0.0528,4,-0.0671,0.1399,0.6899,No,660.0
osteoarthritis,LDSC-Genotype-Heritability,LDSC_Genotype_Reference,yes,-,5,0.0114,0.0,0.0114,0.0114,0.0114,0.0,0.0,0.0114,0.0114,,Yes,0.0092,0.0,0.0092,0.0092,5,-0.0066,0.0294,1.2391,No,981.0
osteoarthritis,LDSC-Heritability,LDSC_eur_ref_ld_chr_eur_ref_ld_chr,no,-,5,0.0114,0.0,0.0114,0.0114,0.0114,0.0,0.0,0.0114,0.0114,,Yes,0.0092,0.0,0.0092,0.0092,5,-0.0066,0.0294,1.2391,No,981.0
osteoarthritis,LDSC-Heritability,LDSC_eur_ref_ld_chr_eur_w_ld_chr,no,-,5,0.0114,0.0,0.0114,0.0114,0.0114,0.0,0.0,0.0114,0.0114,,Yes,0.0092,0.0,0.0092,0.0092,5,-0.0066,0.0294,1.2391,No,981.0
osteoarthritis,LDSC-Heritability,LDSC_eur_w_ld_chr_eur_ref_ld_chr,no,-,5,0.0114,0.0,0.0114,0.0114,0.0114,0.0,0.0,0.0114,0.0114,,Yes,0.0092,0.0,0.0092,0.0092,5,-0.0066,0.0294,1.2391,No,981.0
osteoarthritis,LDSC-Heritability,LDSC_eur_w_ld_chr_eur_w_ld_chr,no,-,5,0.0114,0.0,0.0114,0.0114,0.0114,0.0,0.0,0.0114,0.0114,,Yes,0.0092,0.0,0.0092,0.0092,5,-0.0066,0.0294,1.2391,No,981.0
osteoarthritis,LDpred-2-Heritability,LDpred-2_full,no,6,5,0.0017,0.0,0.0017,0.0017,0.0018,0.0149,0.0,0.0017,0.0018,149.9714,Yes,,,,,0,,,,NA,1294.0
osteoarthritis,LDpred-2-Heritability,LDpred-2_full,yes,6,5,-0.0118,0.0035,-0.0132,-0.0144,-0.0056,0.3004,0.0016,-0.0149,-0.0087,-7.4441,No,,,,,0,,,,NA,976.6
osteoarthritis,LDpred-2-Heritability,LDpred-2_hapmap,no,6,5,0.0,0.0,0.0,-0.0,0.0001,0.8844,0.0,0.0,0.0001,2.5285,Yes,,,,,0,,,,NA,636.0
osteoarthritis,LDpred-2-Heritability,LDpred-2_hapmap,yes,6,1,0.0002,,0.0002,0.0002,0.0002,,,,,,NA,,,,,0,,,,NA,458.0
