,clump_p1,clump_r2,clump_kb,p_window_size,p_slide_size,p_LD_threshold,numberofpca,h2,numberofvariants,h2model,clumpprune,Method,Phenotype,relatedmatrix,data,Unnamed: 0.1,refset,weightset,alphamodelvalue,precomputedfile
442,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.04070338,27198.2,REML AI algorithm_genotype_covariate,yes,Gemma-LDSC-Heritability,asthma,0.0,0.0,,,,,
443,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0414507599999999,27198.2,REML AI algorithm_genotype_covariate_pca,yes,Gemma-LDSC-Heritability,asthma,0.0,0.0,,,,,
444,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0007862192,947.4,REML AI algorithm_genotype,yes,Gemma-LDSC-Heritability,osteoarthritis,0.0,0.0,,,,,
445,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0007860594,947.4,REML AI algorithm_genotype_covariate,yes,Gemma-LDSC-Heritability,osteoarthritis,0.0,0.0,,,,,
446,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0007939398,947.4,REML AI algorithm_genotype_covariate_pca,yes,Gemma-LDSC-Heritability,osteoarthritis,0.0,0.0,,,,,
447,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.25997232114,70347.0,REML AI algorithm_genotype,yes,Gemma-LDSC-Heritability,high_cholesterol,0.0,0.0,,,,,
448,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.1252885239999999,175895.8,REML AI algorithm_genotype_covariate,yes,Gemma-LDSC-Heritability,high_cholesterol,0.0,0.0,,,,,
449,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.07706508,175895.8,REML AI algorithm_genotype_covariate_pca,yes,Gemma-LDSC-Heritability,high_cholesterol,0.0,0.0,,,,,
450,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.12333646,112484.4,REML AI algorithm_genotype,yes,Gemma-LDSC-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
451,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.7211224799999999,140262.8,REML AI algorithm_genotype_covariate,yes,Gemma-LDSC-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
452,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.29695576,175386.8,REML AI algorithm_genotype_covariate_pca,yes,Gemma-LDSC-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
453,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.08831892,27908.8,REML AI algorithm_genotype,yes,Gemma-LDSC-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
454,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.08771046,27908.8,REML AI algorithm_genotype_covariate,yes,Gemma-LDSC-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
455,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0894546,27908.8,REML AI algorithm_genotype_covariate_pca,yes,Gemma-LDSC-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
456,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.02009092,27866.0,REML AI algorithm_genotype,yes,Gemma-LDSC-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
457,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0199449,27866.0,REML AI algorithm_genotype_covariate,yes,Gemma-LDSC-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
458,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.02031218,27866.0,REML AI algorithm_genotype_covariate_pca,yes,Gemma-LDSC-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
459,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.09407608,169812.2,REML AI algorithm_genotype,yes,Gemma-LDSC-Heritability,migraine,0.0,0.0,,,,,
460,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.09790212,169812.2,REML AI algorithm_genotype_covariate,yes,Gemma-LDSC-Heritability,migraine,0.0,0.0,,,,,
461,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.10044016,169812.2,REML AI algorithm_genotype_covariate_pca,yes,Gemma-LDSC-Heritability,migraine,0.0,0.0,,,,,
462,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1885355999999999,169925.8,REML AI algorithm_genotype,yes,Gemma-LDSC-Heritability,SampleData1,0.0,0.0,,,,,
463,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.159526,169925.8,REML AI algorithm_genotype_covariate,yes,Gemma-LDSC-Heritability,SampleData1,0.0,0.0,,,,,
464,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3829974,169925.8,REML AI algorithm_genotype_covariate_pca,yes,Gemma-LDSC-Heritability,SampleData1,0.0,0.0,,,,,
465,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.11635828,27780.0,HE regression_centered_genotype,yes,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
466,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.1908995291719999,27780.0,HE regression_centered_genotype_covariate,yes,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
467,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.1658876,27780.0,HE regression_centered_genotype_covariate_pca,yes,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
468,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3791386,27780.0,HE regression_standardized_genotype,yes,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
469,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.11850298,27780.0,HE regression_standardized_genotype_covariate,yes,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
470,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.0829444,27780.0,HE regression_standardized_genotype_covariate_pca,yes,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
471,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.353907,598280.6,HE regression_centered_genotype,no,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
472,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.00070644,598280.6,HE regression_centered_genotype_covariate,no,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
473,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.03822882,598280.6,HE regression_centered_genotype_covariate_pca,no,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
474,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5197146,598280.6,HE regression_standardized_genotype,no,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
475,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.15508762,598280.6,HE regression_standardized_genotype_covariate,no,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
476,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.20941082,598280.6,HE regression_standardized_genotype_covariate_pca,no,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
477,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.15277844,27780.0,REML AI algorithm_centered_genotype,yes,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
478,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0003095560003528,27780.0,REML AI algorithm_centered_genotype_covariate,yes,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
479,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0286732000473585,27780.0,REML AI algorithm_centered_genotype_covariate_pca,yes,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
480,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4438554,27780.0,REML AI algorithm_standardized_genotype,yes,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
481,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.07383784388102,27780.0,REML AI algorithm_standardized_genotype_covariate,yes,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
482,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.12455354047116,27780.0,REML AI algorithm_standardized_genotype_covariate_pca,yes,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
483,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4984438,598280.6,REML AI algorithm_centered_genotype,no,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
484,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1652030000005933,598280.6,REML AI algorithm_centered_genotype_covariate,no,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
485,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1756080001683705,598280.6,REML AI algorithm_centered_genotype_covariate_pca,no,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
486,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.6343832,598280.6,REML AI algorithm_standardized_genotype,no,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
487,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3275306792167999,598280.6,REML AI algorithm_standardized_genotype_covariate,no,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
488,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3638021522397999,598280.6,REML AI algorithm_standardized_genotype_covariate_pca,no,DPR-Gemma-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
489,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.102815666,25824.2,HE regression_centered_genotype,yes,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
490,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.3557789999999999,25824.2,HE regression_centered_genotype_covariate,yes,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
491,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.3505844,25824.2,HE regression_centered_genotype_covariate_pca,yes,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
492,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.11466504,25824.2,HE regression_standardized_genotype,yes,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
493,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.3194152,25824.2,HE regression_standardized_genotype_covariate,yes,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
494,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.305361,25824.2,HE regression_standardized_genotype_covariate_pca,yes,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
495,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4329634199999999,598411.6,HE regression_centered_genotype,no,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
496,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1055580599999999,598411.6,HE regression_centered_genotype_covariate,no,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
497,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1283659,598411.6,HE regression_centered_genotype_covariate_pca,no,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
498,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.7978647999999999,598411.6,HE regression_standardized_genotype,no,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
499,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3498483599999999,598411.6,HE regression_standardized_genotype_covariate,no,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
500,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.38590582,598411.6,HE regression_standardized_genotype_covariate_pca,no,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
501,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1634391999999999,25824.2,REML AI algorithm_centered_genotype,yes,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
502,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0013107108,25824.2,REML AI algorithm_centered_genotype_covariate,yes,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
503,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0023493442,25824.2,REML AI algorithm_centered_genotype_covariate_pca,yes,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
504,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.08640777,25824.2,REML AI algorithm_standardized_genotype,yes,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
505,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.017832146,25824.2,REML AI algorithm_standardized_genotype_covariate,yes,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
506,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0174624879999999,25824.2,REML AI algorithm_standardized_genotype_covariate_pca,yes,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
507,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.53904362,598411.6,REML AI algorithm_centered_genotype,no,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
508,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.2834463399999999,598411.6,REML AI algorithm_centered_genotype_covariate,no,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
509,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.30318416,598411.6,REML AI algorithm_centered_genotype_covariate_pca,no,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
510,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.7496456,598411.6,REML AI algorithm_standardized_genotype,no,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
511,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.8519594000000001,598411.6,REML AI algorithm_standardized_genotype_covariate,no,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
512,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.9265488,598411.6,REML AI algorithm_standardized_genotype_covariate_pca,no,DPR-Gemma-Heritability,hypertension,0.0,0.0,,,,,
513,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.15079412,168683.8,HE regression_centered_genotype,yes,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
514,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.52087084,168683.8,HE regression_centered_genotype_covariate,yes,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
515,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5058353999999999,168683.8,HE regression_centered_genotype_covariate_pca,yes,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
516,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.86229926,168683.8,HE regression_standardized_genotype,yes,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
517,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.29646012,168683.8,HE regression_standardized_genotype_covariate,yes,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
518,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1981041999999999,168683.8,HE regression_standardized_genotype_covariate_pca,yes,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
519,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.24852626,598419.4,HE regression_centered_genotype,no,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
520,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3443059599999999,598419.4,HE regression_centered_genotype_covariate,no,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
521,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3627784,598419.4,HE regression_centered_genotype_covariate_pca,no,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
522,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.6975828,598419.4,HE regression_standardized_genotype,no,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
523,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1666209599999999,598419.4,HE regression_standardized_genotype_covariate,no,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
524,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.17261024,598419.4,HE regression_standardized_genotype_covariate_pca,no,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
525,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0906777426,168683.8,REML AI algorithm_centered_genotype,yes,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
526,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.32121348,168683.8,REML AI algorithm_centered_genotype_covariate,yes,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
527,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4632374,168683.8,REML AI algorithm_centered_genotype_covariate_pca,yes,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
528,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.065808246,168683.8,REML AI algorithm_standardized_genotype,yes,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
529,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.35460756,168683.8,REML AI algorithm_standardized_genotype_covariate,yes,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
530,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3933592,168683.8,REML AI algorithm_standardized_genotype_covariate_pca,yes,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
531,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.022270922,598419.4,REML AI algorithm_centered_genotype,no,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
532,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4758413000000001,598419.4,REML AI algorithm_centered_genotype_covariate,no,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
533,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4887209999999999,598419.4,REML AI algorithm_centered_genotype_covariate_pca,no,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
534,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.07060128,598419.4,REML AI algorithm_standardized_genotype,no,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
535,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.50595814,598419.4,REML AI algorithm_standardized_genotype_covariate,no,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
536,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.48786284,598419.4,REML AI algorithm_standardized_genotype_covariate_pca,no,DPR-Gemma-Heritability,depression,0.0,0.0,,,,,
537,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.4730408,27296.6,HE regression_centered_genotype,yes,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
538,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.5381237999999999,27296.6,HE regression_centered_genotype_covariate,yes,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
539,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.5030593999999999,27296.6,HE regression_centered_genotype_covariate_pca,yes,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
540,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.5352468000000001,27296.6,HE regression_standardized_genotype,yes,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
541,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.5048978,27296.6,HE regression_standardized_genotype_covariate,yes,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
542,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.484085,27296.6,HE regression_standardized_genotype_covariate_pca,yes,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
543,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.0267415999999999,598477.6,HE regression_centered_genotype,no,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
544,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3373366,598477.6,HE regression_centered_genotype_covariate,no,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
545,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4229505999999999,598477.6,HE regression_centered_genotype_covariate_pca,no,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
546,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.1157983999999999,598477.6,HE regression_standardized_genotype,no,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
547,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3299223999999999,598477.6,HE regression_standardized_genotype_covariate,no,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
548,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4724311999999999,598477.6,HE regression_standardized_genotype_covariate_pca,no,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
549,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0043597872,27296.6,REML AI algorithm_centered_genotype,yes,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
550,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0022946602,27296.6,REML AI algorithm_centered_genotype_covariate,yes,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
551,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0031715298,27296.6,REML AI algorithm_centered_genotype_covariate_pca,yes,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
552,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0188289032,27296.6,REML AI algorithm_standardized_genotype,yes,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
553,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.018134974,27296.6,REML AI algorithm_standardized_genotype_covariate,yes,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
554,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.02171102,27296.6,REML AI algorithm_standardized_genotype_covariate_pca,yes,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
555,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.205989522,598477.6,REML AI algorithm_centered_genotype,no,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
556,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.49565072,598477.6,REML AI algorithm_centered_genotype_covariate,no,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
557,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5394091400000001,598477.6,REML AI algorithm_centered_genotype_covariate_pca,no,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
558,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.2463982799999999,598477.6,REML AI algorithm_standardized_genotype,no,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
559,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.54224598,598477.6,REML AI algorithm_standardized_genotype_covariate,no,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
560,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.59888274,598477.6,REML AI algorithm_standardized_genotype_covariate_pca,no,DPR-Gemma-Heritability,asthma,0.0,0.0,,,,,
561,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.14625144,947.4,HE regression_centered_genotype,yes,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
562,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.18112754,947.4,HE regression_centered_genotype_covariate,yes,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
563,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.192759,947.4,HE regression_centered_genotype_covariate_pca,yes,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
564,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1453356599999999,947.4,HE regression_standardized_genotype,yes,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
565,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.17747058,947.4,HE regression_standardized_genotype_covariate,yes,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
566,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1884901399999999,947.4,HE regression_standardized_genotype_covariate_pca,yes,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
567,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.5106012200000001,598459.2,HE regression_centered_genotype,no,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
568,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.09282632,598459.2,HE regression_centered_genotype_covariate,no,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
569,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0465053664,598459.2,HE regression_centered_genotype_covariate_pca,no,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
570,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.44369852,598459.2,HE regression_standardized_genotype,no,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
571,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3231103,598459.2,HE regression_standardized_genotype_covariate,no,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
572,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.28158668,598459.2,HE regression_standardized_genotype_covariate_pca,no,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
573,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1431749199999999,947.4,REML AI algorithm_centered_genotype,yes,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
574,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1888059,947.4,REML AI algorithm_centered_genotype_covariate,yes,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
575,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.19785638,947.4,REML AI algorithm_centered_genotype_covariate_pca,yes,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
576,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.14204998,947.4,REML AI algorithm_standardized_genotype,yes,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
577,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.18544754,947.4,REML AI algorithm_standardized_genotype_covariate,yes,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
578,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.19404716,947.4,REML AI algorithm_standardized_genotype_covariate_pca,yes,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
579,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0056296478,598459.2,REML AI algorithm_centered_genotype,no,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
580,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.22198604,598459.2,REML AI algorithm_centered_genotype_covariate,no,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
581,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.220664283,598459.2,REML AI algorithm_centered_genotype_covariate_pca,no,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
582,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.26727924,598459.2,REML AI algorithm_standardized_genotype,no,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
583,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4608172599999999,598459.2,REML AI algorithm_standardized_genotype_covariate,no,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
584,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.780526,598459.2,REML AI algorithm_standardized_genotype_covariate_pca,no,DPR-Gemma-Heritability,osteoarthritis,0.0,0.0,,,,,
