,clump_p1,clump_r2,clump_kb,p_window_size,p_slide_size,p_LD_threshold,numberofpca,h2,numberofvariants,h2model,clumpprune,Method,Phenotype,relatedmatrix,data,Unnamed: 0.1,refset,weightset,alphamodelvalue,precomputedfile
149,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.9265488,598411.6,REML AI algorithm_standardized_genotype_covariate_pca,no,Gemma1-Heritability,hypertension,0.0,0.0,,,,,
150,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.15079412,168683.8,HE regression_centered_genotype,yes,Gemma1-Heritability,depression,0.0,0.0,,,,,
151,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.52087084,168683.8,HE regression_centered_genotype_covariate,yes,Gemma1-Heritability,depression,0.0,0.0,,,,,
152,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5058353999999999,168683.8,HE regression_centered_genotype_covariate_pca,yes,Gemma1-Heritability,depression,0.0,0.0,,,,,
153,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.86229926,168683.8,HE regression_standardized_genotype,yes,Gemma1-Heritability,depression,0.0,0.0,,,,,
154,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.29646012,168683.8,HE regression_standardized_genotype_covariate,yes,Gemma1-Heritability,depression,0.0,0.0,,,,,
155,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1981041999999999,168683.8,HE regression_standardized_genotype_covariate_pca,yes,Gemma1-Heritability,depression,0.0,0.0,,,,,
156,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.24852626,598419.4,HE regression_centered_genotype,no,Gemma1-Heritability,depression,0.0,0.0,,,,,
157,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3443059599999999,598419.4,HE regression_centered_genotype_covariate,no,Gemma1-Heritability,depression,0.0,0.0,,,,,
158,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3627784,598419.4,HE regression_centered_genotype_covariate_pca,no,Gemma1-Heritability,depression,0.0,0.0,,,,,
159,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.6975828,598419.4,HE regression_standardized_genotype,no,Gemma1-Heritability,depression,0.0,0.0,,,,,
160,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1666209599999999,598419.4,HE regression_standardized_genotype_covariate,no,Gemma1-Heritability,depression,0.0,0.0,,,,,
161,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.17261024,598419.4,HE regression_standardized_genotype_covariate_pca,no,Gemma1-Heritability,depression,0.0,0.0,,,,,
162,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0906777426,168683.8,REML AI algorithm_centered_genotype,yes,Gemma1-Heritability,depression,0.0,0.0,,,,,
163,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.32121348,168683.8,REML AI algorithm_centered_genotype_covariate,yes,Gemma1-Heritability,depression,0.0,0.0,,,,,
164,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4632374,168683.8,REML AI algorithm_centered_genotype_covariate_pca,yes,Gemma1-Heritability,depression,0.0,0.0,,,,,
165,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.065808246,168683.8,REML AI algorithm_standardized_genotype,yes,Gemma1-Heritability,depression,0.0,0.0,,,,,
166,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.35460756,168683.8,REML AI algorithm_standardized_genotype_covariate,yes,Gemma1-Heritability,depression,0.0,0.0,,,,,
167,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3933592,168683.8,REML AI algorithm_standardized_genotype_covariate_pca,yes,Gemma1-Heritability,depression,0.0,0.0,,,,,
168,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.022270922,598419.4,REML AI algorithm_centered_genotype,no,Gemma1-Heritability,depression,0.0,0.0,,,,,
169,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4758413000000001,598419.4,REML AI algorithm_centered_genotype_covariate,no,Gemma1-Heritability,depression,0.0,0.0,,,,,
170,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4887209999999999,598419.4,REML AI algorithm_centered_genotype_covariate_pca,no,Gemma1-Heritability,depression,0.0,0.0,,,,,
171,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.07060128,598419.4,REML AI algorithm_standardized_genotype,no,Gemma1-Heritability,depression,0.0,0.0,,,,,
172,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.50595814,598419.4,REML AI algorithm_standardized_genotype_covariate,no,Gemma1-Heritability,depression,0.0,0.0,,,,,
173,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.48786284,598419.4,REML AI algorithm_standardized_genotype_covariate_pca,no,Gemma1-Heritability,depression,0.0,0.0,,,,,
174,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.4730408,27296.6,HE regression_centered_genotype,yes,Gemma1-Heritability,asthma,0.0,0.0,,,,,
175,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.5381237999999999,27296.6,HE regression_centered_genotype_covariate,yes,Gemma1-Heritability,asthma,0.0,0.0,,,,,
176,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.5030593999999999,27296.6,HE regression_centered_genotype_covariate_pca,yes,Gemma1-Heritability,asthma,0.0,0.0,,,,,
177,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.5352468000000001,27296.6,HE regression_standardized_genotype,yes,Gemma1-Heritability,asthma,0.0,0.0,,,,,
178,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.5048978,27296.6,HE regression_standardized_genotype_covariate,yes,Gemma1-Heritability,asthma,0.0,0.0,,,,,
179,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.484085,27296.6,HE regression_standardized_genotype_covariate_pca,yes,Gemma1-Heritability,asthma,0.0,0.0,,,,,
180,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.0267415999999999,598477.6,HE regression_centered_genotype,no,Gemma1-Heritability,asthma,0.0,0.0,,,,,
181,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3373366,598477.6,HE regression_centered_genotype_covariate,no,Gemma1-Heritability,asthma,0.0,0.0,,,,,
182,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4229505999999999,598477.6,HE regression_centered_genotype_covariate_pca,no,Gemma1-Heritability,asthma,0.0,0.0,,,,,
183,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.1157983999999999,598477.6,HE regression_standardized_genotype,no,Gemma1-Heritability,asthma,0.0,0.0,,,,,
184,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3299223999999999,598477.6,HE regression_standardized_genotype_covariate,no,Gemma1-Heritability,asthma,0.0,0.0,,,,,
185,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4724311999999999,598477.6,HE regression_standardized_genotype_covariate_pca,no,Gemma1-Heritability,asthma,0.0,0.0,,,,,
186,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0043597872,27296.6,REML AI algorithm_centered_genotype,yes,Gemma1-Heritability,asthma,0.0,0.0,,,,,
187,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0022946602,27296.6,REML AI algorithm_centered_genotype_covariate,yes,Gemma1-Heritability,asthma,0.0,0.0,,,,,
188,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0031715298,27296.6,REML AI algorithm_centered_genotype_covariate_pca,yes,Gemma1-Heritability,asthma,0.0,0.0,,,,,
189,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0188289032,27296.6,REML AI algorithm_standardized_genotype,yes,Gemma1-Heritability,asthma,0.0,0.0,,,,,
190,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.018134974,27296.6,REML AI algorithm_standardized_genotype_covariate,yes,Gemma1-Heritability,asthma,0.0,0.0,,,,,
191,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.02171102,27296.6,REML AI algorithm_standardized_genotype_covariate_pca,yes,Gemma1-Heritability,asthma,0.0,0.0,,,,,
192,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.205989522,598477.6,REML AI algorithm_centered_genotype,no,Gemma1-Heritability,asthma,0.0,0.0,,,,,
193,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.49565072,598477.6,REML AI algorithm_centered_genotype_covariate,no,Gemma1-Heritability,asthma,0.0,0.0,,,,,
194,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5394091400000001,598477.6,REML AI algorithm_centered_genotype_covariate_pca,no,Gemma1-Heritability,asthma,0.0,0.0,,,,,
195,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.2463982799999999,598477.6,REML AI algorithm_standardized_genotype,no,Gemma1-Heritability,asthma,0.0,0.0,,,,,
196,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.54304838,598477.6,REML AI algorithm_standardized_genotype_covariate,no,Gemma1-Heritability,asthma,0.0,0.0,,,,,
197,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.59888274,598477.6,REML AI algorithm_standardized_genotype_covariate_pca,no,Gemma1-Heritability,asthma,0.0,0.0,,,,,
198,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.14625144,947.4,HE regression_centered_genotype,yes,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
199,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.18112754,947.4,HE regression_centered_genotype_covariate,yes,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
200,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.192759,947.4,HE regression_centered_genotype_covariate_pca,yes,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
201,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1453356599999999,947.4,HE regression_standardized_genotype,yes,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
202,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.17747058,947.4,HE regression_standardized_genotype_covariate,yes,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
203,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1884901399999999,947.4,HE regression_standardized_genotype_covariate_pca,yes,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
204,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.5106012200000001,598459.2,HE regression_centered_genotype,no,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
205,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.09282632,598459.2,HE regression_centered_genotype_covariate,no,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
206,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0465053664,598459.2,HE regression_centered_genotype_covariate_pca,no,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
207,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.44369852,598459.2,HE regression_standardized_genotype,no,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
208,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3231103,598459.2,HE regression_standardized_genotype_covariate,no,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
209,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.28158668,598459.2,HE regression_standardized_genotype_covariate_pca,no,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
210,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1431749199999999,947.4,REML AI algorithm_centered_genotype,yes,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
211,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1888059,947.4,REML AI algorithm_centered_genotype_covariate,yes,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
212,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.19785638,947.4,REML AI algorithm_centered_genotype_covariate_pca,yes,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
213,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.14204998,947.4,REML AI algorithm_standardized_genotype,yes,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
214,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.18544754,947.4,REML AI algorithm_standardized_genotype_covariate,yes,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
215,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.19404716,947.4,REML AI algorithm_standardized_genotype_covariate_pca,yes,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
216,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0056296478,598459.2,REML AI algorithm_centered_genotype,no,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
217,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.22198604,598459.2,REML AI algorithm_centered_genotype_covariate,no,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
218,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.220664283,598459.2,REML AI algorithm_centered_genotype_covariate_pca,no,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
219,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.26727924,598459.2,REML AI algorithm_standardized_genotype,no,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
220,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4608172599999999,598459.2,REML AI algorithm_standardized_genotype_covariate,no,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
221,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.780526,598459.2,REML AI algorithm_standardized_genotype_covariate_pca,no,Gemma1-Heritability,osteoarthritis,0.0,0.0,,,,,
222,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.14206568,175895.8,HE regression_centered_genotype,yes,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
223,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.03075432,175895.8,HE regression_centered_genotype_covariate,yes,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
224,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.0833875999999999,175895.8,HE regression_centered_genotype_covariate_pca,yes,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
225,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.6988152,175895.8,HE regression_standardized_genotype,yes,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
226,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.38106544,175895.8,HE regression_standardized_genotype_covariate,yes,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
227,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.27150944,175895.8,HE regression_standardized_genotype_covariate_pca,yes,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
228,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.33331296,598428.2,HE regression_centered_genotype,no,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
229,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.0882146,598428.2,HE regression_centered_genotype_covariate,no,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
230,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.1590719999999999,598428.2,HE regression_centered_genotype_covariate_pca,no,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
231,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1521886,598428.2,HE regression_standardized_genotype,no,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
232,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.16487562,598428.2,HE regression_standardized_genotype_covariate,no,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
233,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.2269405,598428.2,HE regression_standardized_genotype_covariate_pca,no,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
234,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0790461152,175895.8,REML AI algorithm_centered_genotype,yes,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
235,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.2282025817999999,175895.8,REML AI algorithm_centered_genotype_covariate,yes,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
236,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.07586572454,175895.8,REML AI algorithm_centered_genotype_covariate_pca,yes,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
237,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5264544,175895.8,REML AI algorithm_standardized_genotype,yes,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
238,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.466361516,175895.8,REML AI algorithm_standardized_genotype_covariate,yes,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
239,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.349057762,175895.8,REML AI algorithm_standardized_genotype_covariate_pca,yes,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
240,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0087299326,598428.2,REML AI algorithm_centered_genotype,no,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
241,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.164398406,598428.2,REML AI algorithm_centered_genotype_covariate,no,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
242,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.142367556,598428.2,REML AI algorithm_centered_genotype_covariate_pca,no,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
243,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5528282,598428.2,REML AI algorithm_standardized_genotype,no,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
244,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4798044,598428.2,REML AI algorithm_standardized_genotype_covariate,no,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
245,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.233518,598428.2,REML AI algorithm_standardized_genotype_covariate_pca,no,Gemma1-Heritability,high_cholesterol,0.0,0.0,,,,,
246,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0954292,175690.8,HE regression_centered_genotype,yes,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
247,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.4480229999999999,175690.8,HE regression_centered_genotype_covariate,yes,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
248,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.4124431999999999,175690.8,HE regression_centered_genotype_covariate_pca,yes,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
249,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1170928,175690.8,HE regression_standardized_genotype,yes,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
250,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.9161738,175690.8,HE regression_standardized_genotype_covariate,yes,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
251,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.795644,175690.8,HE regression_standardized_genotype_covariate_pca,yes,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
252,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.0007398,598439.4,HE regression_centered_genotype,no,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
253,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.01644474,598439.4,HE regression_centered_genotype_covariate,no,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
254,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.03356784,598439.4,HE regression_centered_genotype_covariate_pca,no,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
255,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.28103244,598439.4,HE regression_standardized_genotype,no,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
256,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.05579724,598439.4,HE regression_standardized_genotype_covariate,no,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
257,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1878399399999999,598439.4,HE regression_standardized_genotype_covariate_pca,no,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
258,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.18457864,175690.8,REML AI algorithm_centered_genotype,yes,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
259,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0146808402,175690.8,REML AI algorithm_centered_genotype_covariate,yes,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
260,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0153525466,175690.8,REML AI algorithm_centered_genotype_covariate_pca,yes,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
261,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.33741758,175690.8,REML AI algorithm_standardized_genotype,yes,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
262,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3360439999999999,175690.8,REML AI algorithm_standardized_genotype_covariate,yes,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
263,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.23197414,175690.8,REML AI algorithm_standardized_genotype_covariate_pca,yes,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
264,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.13618822,598439.4,REML AI algorithm_centered_genotype,no,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
265,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0512127999999999,598439.4,REML AI algorithm_centered_genotype_covariate,no,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
266,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1050894,598439.4,REML AI algorithm_centered_genotype_covariate_pca,no,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
267,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5295522,598439.4,REML AI algorithm_standardized_genotype,no,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
268,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3059031,598439.4,REML AI algorithm_standardized_genotype_covariate,no,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
269,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4869721999999999,598439.4,REML AI algorithm_standardized_genotype_covariate_pca,no,Gemma1-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
270,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.084999286,27973.2,HE regression_centered_genotype,yes,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
271,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.21417098,27973.2,HE regression_centered_genotype_covariate,yes,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
272,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.19457266,27973.2,HE regression_centered_genotype_covariate_pca,yes,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
273,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.13059834,27973.2,HE regression_standardized_genotype,yes,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
274,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.40739732,27973.2,HE regression_standardized_genotype_covariate,yes,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
275,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3888442599999999,27973.2,HE regression_standardized_genotype_covariate_pca,yes,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
276,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.7324075999999999,598489.6,HE regression_centered_genotype,no,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
277,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5913299399999999,598489.6,HE regression_centered_genotype_covariate,no,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
278,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.6940824400000001,598489.6,HE regression_centered_genotype_covariate_pca,no,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
279,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.6879344,598489.6,HE regression_standardized_genotype,no,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
280,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.7885275999999999,598489.6,HE regression_standardized_genotype_covariate,no,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
281,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.91247312,598489.6,HE regression_standardized_genotype_covariate_pca,no,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
282,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.03114978,27973.2,REML AI algorithm_centered_genotype,yes,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
283,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.2576459,27973.2,REML AI algorithm_centered_genotype_covariate,yes,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
284,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.2488019,27973.2,REML AI algorithm_centered_genotype_covariate_pca,yes,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
285,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.34248572,27973.2,REML AI algorithm_standardized_genotype,yes,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
286,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4044956,27973.2,REML AI algorithm_standardized_genotype_covariate,yes,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
287,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5940936,27973.2,REML AI algorithm_standardized_genotype_covariate_pca,yes,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
288,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5585410000000001,598489.6,REML AI algorithm_centered_genotype,no,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
289,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.12822522,598489.6,REML AI algorithm_centered_genotype_covariate,no,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
290,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.37386136,598489.6,REML AI algorithm_centered_genotype_covariate_pca,no,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
291,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5286088,598489.6,REML AI algorithm_standardized_genotype,no,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
292,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.41515174,598489.6,REML AI algorithm_standardized_genotype_covariate,no,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
293,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5941540200000001,598489.6,REML AI algorithm_standardized_genotype_covariate_pca,no,Gemma1-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
294,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.0976470999999999,27949.8,HE regression_centered_genotype,yes,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
